product_id,product_category,product_name,review_description,number_stars,review_date,customer_id,customer_name,zip_code,customer_age
P4880-897,Pet Supplies,Cat Litter Odor Control,"Not very satisfied, has several problems.",2,21-07-2023,C65784,J. De Vries,05036,35
P2661-515,Home & Kitchen,Stainless Steel Knife Block,"Very disappointed, would not recommend.",1,10/25/2022,C90602,JAMIE DUBOIS,6504-77,18
P4519-465,Home & Kitchen,Stainless Steel Knife Block,"Not very satisfied, has several problems.",2,01-09-2021,C48770,JAMIE DUBOIS,05919,75
P1496-327,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,"Sep 12, 2020",C20898,jamie taylor,9538-33,26
P8862-656,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,2021-02-06,C82725,pat brown,2025 DO,58
P1819-203,Toys,Family Board Game,"Great quality, very happy with this purchase.",5,2023-03-02,C99857,robin taylor,7250 XP,37
P3237-701,Home & Kitchen,Electric Kettle,"Great quality, very happy with this purchase.",5,03/24/2023,C92458,Pat Lee,6594,43
P1277-644,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,01 Sep 2024,C31459,Jamie  Johnson,07710,34
P8500-696,Home & Kitchen,Air Purifier,"Average experience, nothing special.",3,16/06/2022,C58619,R. Garcia,6710-26,64
P2212-939,Sports,Foam Roller,"Not very satisfied, has several problems.",2,"Sep 04, 2021",C93794,Casey Dubois,8571,43
P7970-608,Home & Kitchen,Memory Foam Pillow,"Not very satisfied, has several problems.",2,07-12-2022,C23737,J. Brown,1486,38
P2307-381,Clothing,Wool Winter Scarf,"Average experience, nothing special.",3,2023-03-26,C12970,C. Hernandez,3734-66,26
P2465-743,Home & Kitchen,Stainless Steel Knife Block,"Average experience, nothing special.",3,"Mar 04, 2024",C12708,R. Smith,6216,45
P3058-973,Home & Kitchen,Air Purifier,"Great quality, very happy with this purchase.",5,08/29/2022,C62755,Sam  Martins,5060 JY,27
P2655-976,Books,Sci-Fi Adventure,"Great quality, very happy with this purchase.",5,2024-01-08,C65542,MORGAN DUBOIS,8612-89,30
P9129-310,Groceries,Dark Chocolate Bar,Good product overall with minor issues.,4,31-03-2024,C64171,Robin  Johnson,04940,53
P1988-821,Home & Kitchen,Memory Foam Pillow,"Very disappointed, would not recommend.",1,07/07/2023,C66387,J. Garcia,5782 HC,57
P7223-397,Groceries,Organic Almond Butter,"Not very satisfied, has several problems.",2,15 Mar 2022,C96510,Sam De Vries,8725 OA,22
P9539-184,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,07/11/2024,C99516,PAT JOHNSON,02717,55
P1702-482,Clothing,Waterproof Hiking Jacket,"Very disappointed, would not recommend.",1,17/03/2020,C81678,Alex  Brown,4506,38
P8426-218,Home & Kitchen,Stainless Steel Knife Block,"Great quality, very happy with this purchase.",5,"Mar 26, 2024",C51548,Taylor  Smith,1735 MI,45
P6241-872,Clothing,Waterproof Hiking Jacket,"Average experience, nothing special.",3,17 Aug 2020,C53076,MORGAN DUBOIS,9043,31
P5439-894,Toys,Plush Teddy Bear,"Very disappointed, would not recommend.",1,02/19/2021,C87417,Morgan De Vries,9310 RP,36
P2544-338,Clothing,Waterproof Hiking Jacket,"Very disappointed, would not recommend.",1,2023-05-24,C24774,Chris  Taylor,7867-33,37
P4811-187,Beauty,Matte Liquid Lipstick,"Great quality, very happy with this purchase.",5,12 Mar 2020,C69009,ROBIN BROWN,5579,40
P2233-160,Home & Kitchen,Memory Foam Pillow,"Great quality, very happy with this purchase.",5,15 Sep 2022,C22948,S. Brown,9912-13,42
P7114-180,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,09/20/2024,C34316,jordan smith,4505,42
P1823-586,Beauty,Matte Liquid Lipstick,"Very disappointed, would not recommend.",1,"Nov 01, 2020",C95563,Sam Smith,3481-14,32
P1510-110,Clothing,Wool Winter Scarf,"Average experience, nothing special.",3,10-08-2022,C13935,Alex  Johnson,3237 ZS,61
P3625-195,Beauty,Matte Liquid Lipstick,"Very disappointed, would not recommend.",1,"Feb 22, 2021",C84235,Alex  De  Vries,02238,30
P2832-607,Home & Kitchen,Electric Kettle,"Very disappointed, would not recommend.",1,12/03/2023,C18965,Robin  Smith,6019,29
P2521-763,Electronics,4K Ultra HD Smart TV,Good product overall with minor issues.,4,01/02/2020,C38137,C. Lee,3325-95,53
P3992-530,Books,Thriller Novel,"Average experience, nothing special.",3,2021-10-08,C27111,ROBIN MARTINS,08628,42
P6746-214,Home & Kitchen,Air Purifier,Good product overall with minor issues.,4,16/03/2020,C79119,C. Hernandez,9547 RU,35
P9855-514,Electronics,USB-C Fast Charger,"Average experience, nothing special.",3,"Feb 09, 2024",C64214,Jordan  Dubois,,39
P4780-548,Home & Kitchen,Air Purifier,"Great quality, very happy with this purchase.",5,"Jun 30, 2020",C25396,Sam Dubois,05781,40
P9668-943,Electronics,Fitness Smartwatch,"Not very satisfied, has several problems.",2,"Mar 15, 2022",C91962,S. Taylor,4775 IQ,39
P8072-291,Clothing,Waterproof Hiking Jacket,"Not very satisfied, has several problems.",2,2024-01-03,C31823,T. Dubois,,61
P7607-564,Home & Kitchen,Stainless Steel Knife Block,"Not very satisfied, has several problems.",2,2023-04-30,C10440,Morgan  De  Vries,2474,25
P3275-801,Books,Thriller Novel,Good product overall with minor issues.,4,16-02-2021,C86280,M. Hernandez,1732 RZ,54
P7365-350,Clothing,Waterproof Hiking Jacket,"Very disappointed, would not recommend.",1,2020-04-13,C87265,M. Lee,5080 DX,21
P5245-437,Books,Cookbook: Easy Weeknight Meals,"Great quality, very happy with this purchase.",5,"Oct 16, 2020",C50507,SAM SMITH,5256-95,36
P5102-390,Home & Kitchen,Air Purifier,"Great quality, very happy with this purchase.",5,28 Dec 2024,C63008,PAT DUBOIS,1879,33
P3493-241,Electronics,Fitness Smartwatch,"Not very satisfied, has several problems.",2,17-11-2022,C47877,Alex Brown,7407,41
P4156-521,Toys,Remote Control Car,"Average experience, nothing special.",3,23/11/2020,C69563,alex smith,03612,78
P6363-454,Pet Supplies,Cat Scratching Post,"Great quality, very happy with this purchase.",5,02/06/2020,C62111,JAMIE SMITH,3832,38
P4285-230,Electronics,4K Ultra HD Smart TV,"Great quality, very happy with this purchase.",5,14 Feb 2024,C55986,JAMIE BROWN,5333-57,38
P6112-490,Office,Mechanical Keyboard,"Very disappointed, would not recommend.",1,11/27/2024,C28917,Robin Martins,5912 AD,55
P9057-965,Office,Mechanical Keyboard,"Not very satisfied, has several problems.",2,15/06/2021,C65293,Jamie Dubois,9761,64
P7422-967,Office,Desk Organizer,Good product overall with minor issues.,4,11-12-2023,C62453,sam brown,2254-89,21
P3615-692,Clothing,Organic Cotton T-Shirt,"Very disappointed, would not recommend.",1,01/08/2023,C14784,Pat Johnson,05969,34
P7199-660,Electronics,USB-C Fast Charger,"Not very satisfied, has several problems.",2,14/08/2020,C52890,Jordan Taylor,3307-76,43
P1281-509,Home & Kitchen,Memory Foam Pillow,"Average experience, nothing special.",3,06/28/2024,C21526,J. Johnson,9078-79,41
P5710-612,Home & Kitchen,Air Purifier,"Great quality, very happy with this purchase.",5,09/07/2024,C79236,Morgan  Lee,07877,73
P3637-934,Electronics,Wireless Noise-Cancelling Headphones,"Average experience, nothing special.",3,28/09/2021,C46564,jamie brown,1480,34
P7308-154,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,18/02/2021,C15287,jamie taylor,1081-67,55
P2465-926,Pet Supplies,Grain-Free Dog Food,"Average experience, nothing special.",3,2020-03-07,C72238,JAMIE TAYLOR,09132,39
P6812-800,Sports,Adjustable Dumbbell Set,"Great quality, very happy with this purchase.",5,2024-03-18,C43865,J. Hernandez,8645-52,18
P1370-583,Electronics,Wireless Noise-Cancelling Headphones,"Not very satisfied, has several problems.",2,"Feb 17, 2023",C68148,Morgan  Smith,08667,32
P8700-954,Electronics,Fitness Smartwatch,"Not very satisfied, has several problems.",2,22/09/2020,C87080,Pat  Lee,02976,32
P9962-115,Electronics,Bluetooth Portable Speaker,"Great quality, very happy with this purchase.",5,01/20/2022,C75601,ALEX SMITH,05208,29
P7265-664,Books,Personal Finance Basics,"Average experience, nothing special.",3,30-09-2024,C97343,robin smith,08249,38
P2465-429,Beauty,Matte Liquid Lipstick,"Very disappointed, would not recommend.",1,2024-02-15,C49084,SAM MARTINS,8869-37,26
P2843-734,Electronics,4K Ultra HD Smart TV,"Great quality, very happy with this purchase.",5,07/11/2024,C47821,Morgan  Lee,4610,28
P2653-477,Home & Kitchen,Memory Foam Pillow,"Very disappointed, would not recommend.",1,11-02-2022,C82096,Pat  Lee,5015,22
P9170-530,Toys,Remote Control Car,"Average experience, nothing special.",3,23/04/2024,C86704,pat johnson,05043,28
P7096-883,Electronics,4K Ultra HD Smart TV,"Great quality, very happy with this purchase.",5,"Oct 16, 2022",C36787,TAYLOR DE VRIES,8652 XG,30
P4720-851,Books,Thriller Novel,Good product overall with minor issues.,4,08/02/2020,C48367,P. Garcia,7927-69,36
P5318-872,Electronics,USB-C Fast Charger,Good product overall with minor issues.,4,24 Dec 2022,C73065,ALEX TAYLOR,6210 HQ,30
P7280-151,Beauty,Matte Liquid Lipstick,"Not very satisfied, has several problems.",2,26/02/2023,C61698,Morgan Martins,8387,34
P3356-589,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,26 Oct 2024,C54336,Taylor De Vries,7568 WE,29
P5313-629,Clothing,Organic Cotton T-Shirt,"Great quality, very happy with this purchase.",5,"Mar 16, 2022",C33116,A. Garcia,4855 LZ,41
P8362-539,Electronics,Bluetooth Portable Speaker,"Average experience, nothing special.",3,2024-05-09,C99366,Chris  Martins,08760,21
P9633-365,Groceries,Whole Bean Coffee,"Not very satisfied, has several problems.",2,26/09/2024,C62748,S. Dubois,3953,29
P2977-603,Groceries,Extra Virgin Olive Oil,"Very disappointed, would not recommend.",1,16/05/2022,C92752,C. Martins,5489-72,38
P4812-133,Clothing,Wool Winter Scarf,"Average experience, nothing special.",3,2020-12-25,C85836,Alex  Taylor,3935,23
P4020-794,Office,Mechanical Keyboard,Good product overall with minor issues.,4,04-07-2021,C17936,PAT DE VRIES,2170 YA,63
P5771-697,Electronics,Wireless Noise-Cancelling Headphones,"Not very satisfied, has several problems.",2,03/03/2021,C70140,Sam Lee,07172,24
P9846-327,Pet Supplies,Grain-Free Dog Food,"Great quality, very happy with this purchase.",5,07 Mar 2020,C52611,JORDAN SMITH,06731,55
P3952-653,Electronics,USB-C Fast Charger,"Very disappointed, would not recommend.",1,"Nov 23, 2020",C79660,Jamie  De  Vries,06396,35
P7877-563,Electronics,USB-C Fast Charger,Good product overall with minor issues.,4,08/15/2023,C69456,S. De Vries,6831-85,44
P1045-528,Books,Cookbook: Easy Weeknight Meals,Good product overall with minor issues.,4,14-01-2022,C12844,Sam  Smith,02692,19
P1533-386,Pet Supplies,Cat Scratching Post,"Average experience, nothing special.",3,"Jan 15, 2023",C86648,Taylor Brown,6709-41,25
P6636-973,Beauty,Daily SPF 50 Sunscreen,"Very disappointed, would not recommend.",1,"Aug 20, 2020",C39654,chris lee,1547,41
P4157-996,Sports,Adjustable Dumbbell Set,"Not very satisfied, has several problems.",2,26/08/2021,C31392,CASEY MARTINS,9804,42
P1942-554,Home & Kitchen,Memory Foam Pillow,"Average experience, nothing special.",3,"Mar 18, 2024",C90180,CASEY HERNANDEZ,1924,40
P7290-286,Electronics,Wireless Noise-Cancelling Headphones,"Great quality, very happy with this purchase.",5,05/05/2024,C84233,taylor dubois,02602,39
P8757-426,Pet Supplies,Dog Chew Toy,"Not very satisfied, has several problems.",2,"Sep 29, 2023",C62250,JORDAN MARTINS,03324,
P5400-422,Beauty,Gentle Face Cleanser,"Not very satisfied, has several problems.",2,2021-07-07,C23879,J. Garcia,6437 KD,29
P8552-753,Groceries,Extra Virgin Olive Oil,"Not very satisfied, has several problems.",2,18-06-2021,C26626,Chris Lee,3512-74,33
P5956-890,Electronics,Wireless Noise-Cancelling Headphones,"Great quality, very happy with this purchase.",5,16-09-2022,C58855,Morgan  Johnson,1407 HO,43
P8045-462,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,"Jan 03, 2022",C31748,C. Dubois,5748-45,41
P3814-893,Toys,Family Board Game,"Average experience, nothing special.",3,03-12-2023,C72629,S. Martins,01294,40
P7115-182,Toys,Remote Control Car,"Great quality, very happy with this purchase.",5,13/03/2022,C32624,SAM GARCIA,02741,37
P3953-761,Books,Cookbook: Easy Weeknight Meals,"Very disappointed, would not recommend.",1,04/07/2020,C42202,jordan johnson,03867,58
P1862-694,Home & Kitchen,Stainless Steel Knife Block,"Average experience, nothing special.",3,31/05/2022,C72549,JORDAN SMITH,04794,27
P2534-188,Electronics,USB-C Fast Charger,"Great quality, very happy with this purchase.",5,31-03-2021,C16131,Pat Smith,3352 VB,33
P7404-388,Office,Wireless Mouse,"Not very satisfied, has several problems.",2,"Dec 22, 2023",C56397,Alex  Smith,4739 GI,39
P7723-217,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,"Aug 09, 2023",C22209,PAT LEE,04277,33
P9574-470,Clothing,Running Sneakers,Good product overall with minor issues.,4,2022-05-10,C37319,jordan hernandez,1737-64,21
P4093-276,Toys,Plush Teddy Bear,"Average experience, nothing special.",3,29/11/2023,C21338,jordan dubois,1504 RH,37
P5401-453,Clothing,Slim Fit Jeans,Good product overall with minor issues.,4,05/18/2024,C75664,pat hernandez,1176,24
P8661-277,Books,Cookbook: Easy Weeknight Meals,"Not very satisfied, has several problems.",2,22-11-2022,C44894,Jamie Smith,01052,35
P6263-898,Sports,Adjustable Dumbbell Set,"Great quality, very happy with this purchase.",5,2023-05-20,C14260,Casey  Taylor,2272 NB,38
P1839-505,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,"Jun 17, 2020",C95436,chris martins,7784-26,57
P2427-631,Home & Kitchen,Stainless Steel Knife Block,,3,"Jul 30, 2024",C84875,ALEX SMITH,8788-31,28
P1334-397,Toys,Plush Teddy Bear,A bit disappointed. Some features don’t work as advertised and the quality feels cheap.,2,14-01-2022,C66151,Alex Garcia,04733,38
P8716-817,Home & Kitchen,Electric Kettle,"Very disappointed, would not recommend.",1,27/01/2023,C34039,Pat Martins,8788-92,27
P1764-496,Home & Kitchen,Stainless Steel Knife Block,Good product overall with minor issues.,4,18/03/2024,C36784,J. Brown,9252-61,35
P2932-811,Books,Thriller Novel,Good product overall with minor issues.,4,04/30/2020,C83535,Pat  Johnson,07577,38
P8775-296,Books,Productivity Guidebook,"Great quality, very happy with this purchase.",5,05/04/2023,C76711,C. Johnson,9790-72,29
P1099-646,Clothing,Running Sneakers,Good product overall with minor issues.,4,08/11/2024,C32494,pat hernandez,1494,52
P1315-215,Office,Desk Organizer,"Average experience, nothing special.",3,"Jan 04, 2022",C64859,,3943,42
P9398-860,Office,Wireless Mouse,"Average experience, nothing special.",3,10/09/2023,C29228,J. Dubois,2829 QA,37
P2686-488,Clothing,Organic Cotton T-Shirt,"Average experience, nothing special.",3,"Dec 12, 2024",C96267,SAM DE VRIES,1024,26
P4335-131,Electronics,Wireless Noise-Cancelling Headphones,"Great quality, very happy with this purchase.",5,"Jul 12, 2023",C78819,robin de vries,7638-77,66
P3848-766,Electronics,USB-C Fast Charger,"Average experience, nothing special.",3,09/01/2024,C52762,Alex  Smith,09459,35
P7930-706,Clothing,Organic Cotton T-Shirt,"Very disappointed, would not recommend.",1,"Jan 12, 2024",C60446,J. Brown,7654 AR,29
P4188-788,Electronics,USB-C Fast Charger,"Average experience, nothing special.",3,07/28/2021,C87969,P. Brown,6472-97,21
P5886-266,Pet Supplies,Cat Scratching Post,"Average experience, nothing special.",3,16-03-2021,C86751,Jamie Brown,8512 AF,33
P1012-235,Home & Kitchen,Electric Kettle,"Average experience, nothing special.",3,11-05-2021,C50414,alex garcia,7961 YC,59
P9356-659,Clothing,Waterproof Hiking Jacket,"Not very satisfied, has several problems.",2,08/31/2020,C84705,robin dubois,7052 WM,31
P7680-390,Sports,Foam Roller,"Great quality, very happy with this purchase.",5,30/05/2020,C50686,Casey Dubois,3853,33
P7831-507,Electronics,USB-C Fast Charger,"Very disappointed, would not recommend.",1,"Jul 18, 2022",C33189,taylor garcia,03528,52
P8388-725,Clothing,Running Sneakers,"Not very satisfied, has several problems.",2,01-02-2022,C71835,Chris Martins,3932-14,38
P2567-435,Groceries,Whole Bean Coffee,"Not very satisfied, has several problems.",2,"May 20, 2023",C88576,Jamie Brown,7593,27
P2103-911,Electronics,Fitness Smartwatch,"Average experience, nothing special.",3,26 Feb 2024,C14424,JORDAN HERNANDEZ,5923,43
P8123-759,Books,Sci-Fi Adventure,"Average experience, nothing special.",3,01 Sep 2024,C30941,Sam Lee,06398,49
P8014-723,Clothing,Running Sneakers,"Very disappointed, would not recommend.",1,06/28/2023,C91322,Pat Brown,,56
P8349-730,Books,Productivity Guidebook,Good product overall with minor issues.,4,2022-04-17,C66441,,3505-93,70
P6209-330,Electronics,4K Ultra HD Smart TV,"Very disappointed, would not recommend.",1,06/09/2023,C91090,CHRIS MARTINS,1849 PG,47
P1737-250,Sports,Adjustable Dumbbell Set,"Average experience, nothing special.",3,"Sep 02, 2024",C86523,Casey  Johnson,9448 GO,34
P1001-898,Home & Kitchen,Air Purifier,"Average experience, nothing special.",3,07-10-2022,C92716,JORDAN HERNANDEZ,05084,55
P8707-523,Pet Supplies,Grain-Free Dog Food,"Average experience, nothing special.",3,"Jun 05, 2020",C44670,Sam  Dubois,8207,36
P3727-984,Electronics,4K Ultra HD Smart TV,"Great quality, very happy with this purchase.",5,04/29/2023,C84609,Robin  Dubois,01640,39
P6641-454,Home & Kitchen,Non-Stick Frying Pan Set,"Great quality, very happy with this purchase.",5,2024-02-28,C22509,chris dubois,07429,28
P1206-834,Electronics,4K Ultra HD Smart TV,"Average experience, nothing special.",3,10/15/2021,C39144,S. Brown,6036,27
P9841-124,Electronics,Wireless Noise-Cancelling Headphones,"Not very satisfied, has several problems.",2,20-04-2023,C31013,Alex  Taylor,09912,53
P3579-722,Electronics,Bluetooth Portable Speaker,"Average experience, nothing special.",3,04-07-2020,C67321,Casey Taylor,4878 NE,31
P8985-143,Groceries,Extra Virgin Olive Oil,"Great quality, very happy with this purchase.",5,"Jan 14, 2024",C15578,CASEY BROWN,02924,54
P2576-443,Clothing,Organic Cotton T-Shirt,"Great quality, very happy with this purchase.",5,"Jul 18, 2021",C16166,Chris Brown,4948,44
P6137-331,Electronics,Wireless Noise-Cancelling Headphones,"Great quality, very happy with this purchase.",5,21 Aug 2022,C89370,jordan lee,2932,29
P3254-755,Toys,Family Board Game,"Not very satisfied, has several problems.",2,12-06-2020,C47915,Pat Johnson,06553,38
P7159-102,Electronics,Bluetooth Portable Speaker,"Average experience, nothing special.",3,2021-04-20,C96266,alex taylor,9510-47,59
P4540-497,Groceries,Organic Almond Butter,"Great quality, very happy with this purchase.",5,2022-04-01,C16793,PAT TAYLOR,7484,20
P9929-701,Home & Kitchen,Non-Stick Frying Pan Set,"Very disappointed, would not recommend.",1,23/01/2020,C87642,JAMIE BROWN,04887,29
P8659-812,Sports,Foam Roller,"Great quality, very happy with this purchase.",5,20/01/2022,C85297,SAM MARTINS,9739 EO,40
P6226-392,Pet Supplies,Grain-Free Dog Food,"Great quality, very happy with this purchase.",5,05/23/2023,C53172,TAYLOR DE VRIES,01266,42
P7523-515,Toys,Remote Control Car,,2,10/11/2024,C99892,CHRIS BROWN,9110,57
P1499-558,Home & Kitchen,Electric Kettle,"Very disappointed, would not recommend.",1,29-08-2021,C30219,PAT MARTINS,4223 CL,25
P7933-608,Sports,Yoga Mat,"Very disappointed, would not recommend.",1,09-10-2021,C48770,JAMIE DUBOIS,05919,75
P8247-680,Books,Cookbook: Easy Weeknight Meals,"Average experience, nothing special.",3,25 Apr 2020,C44631,CHRIS TAYLOR,06240,75
P9708-507,Sports,Foam Roller,Good product overall with minor issues.,4,03/02/2024,C63033,Casey  Taylor,7362-80,35
P8679-150,Pet Supplies,Dog Chew Toy,"Not very satisfied, has several problems.",2,12 May 2021,C72134,jamie de vries,1097-22,30
P8848-317,Electronics,Fitness Smartwatch,"Not very satisfied, has several problems.",2,"Mar 06, 2021",C63067,JORDAN LEE,3185 YF,24
P4879-736,Electronics,USB-C Fast Charger,"Not very satisfied, has several problems.",2,03 Apr 2021,C54321,SAM SMITH,3987,25
P5864-606,Home & Kitchen,Memory Foam Pillow,"Very disappointed, would not recommend.",1,"May 23, 2023",C89705,alex dubois,6260-52,23
P2137-306,Books,Sci-Fi Adventure,"Great quality, very happy with this purchase.",5,2021-03-28,C48489,Chris Dubois,1743 YQ,43
P3101-604,Clothing,Slim Fit Jeans,Good product overall with minor issues.,4,15-08-2022,C19887,P. De Vries,,76
P6489-729,Home & Kitchen,Non-Stick Frying Pan Set,"Average experience, nothing special.",3,"Dec 13, 2020",C49876,SAM LEE,01615,54
P9295-271,Clothing,Waterproof Hiking Jacket,Good product overall with minor issues.,4,17-07-2022,C50306,taylor smith,2290,27
P6846-749,Clothing,Wool Winter Scarf,Good product overall with minor issues.,4,12/13/2024,C19302,Jordan  Hernandez,06161,51
P9874-825,Clothing,Wool Winter Scarf,"Average experience, nothing special.",3,"Sep 20, 2024",C43775,Casey  De  Vries,6160-11,22
P3159-863,Home & Kitchen,Memory Foam Pillow,"Not very satisfied, has several problems.",2,04/24/2023,C23294,SAM JOHNSON,09979,78
P4735-357,Books,Cookbook: Easy Weeknight Meals,"Very disappointed, would not recommend.",1,09 Jan 2020,C34316,jordan smith,4505,42
P5983-609,Toys,Family Board Game,"Average experience, nothing special.",3,19 Dec 2020,C62126,R. De Vries,2052-74,29
P2104-497,Books,Cookbook: Easy Weeknight Meals,"Great quality, very happy with this purchase.",5,11-04-2020,C36205,J. Hernandez,7566 XS,33
P4158-794,Home & Kitchen,Electric Kettle,"Great quality, very happy with this purchase.",5,2021-05-09,C68297,sam taylor,2955,43
P8366-800,Home & Kitchen,Stainless Steel Knife Block,"Great quality, very happy with this purchase.",5,04/12/2022,C97229,morgan martins,,30
P9699-976,Home & Kitchen,Electric Kettle,"Not very satisfied, has several problems.",2,19 Aug 2021,C85007,T. Taylor,4387 NQ,25
P2125-888,Groceries,Gluten-Free Pasta,"Great quality, very happy with this purchase.",5,"Apr 20, 2023",C48811,Alex Brown,4304,42
P8415-120,Groceries,Organic Almond Butter,"Not very satisfied, has several problems.",2,16/04/2022,C72973,chris dubois,9013 XG,30
P1794-653,Electronics,Bluetooth Portable Speaker,"Great quality, very happy with this purchase.",5,"Feb 16, 2024",C89785,jordan johnson,01198,27
P3210-960,Books,Personal Finance Basics,"Average experience, nothing special.",3,20/11/2021,C24354,taylor garcia,05428,26
P6273-610,Office,Ergonomic Office Chair,"Not very satisfied, has several problems.",2,03/19/2023,C54142,CASEY DE VRIES,8081,53
P3292-440,Electronics,Fitness Smartwatch,"Great quality, very happy with this purchase.",5,"Jul 28, 2021",C12301,Robin Taylor,3516,39
P6058-168,Pet Supplies,Grain-Free Dog Food,"Great quality, very happy with this purchase.",5,21 May 2022,C78508,SAM TAYLOR,9552-26,20
P3607-350,Electronics,USB-C Fast Charger,"Not very satisfied, has several problems.",2,10-12-2020,C20434,Chris  Brown,06535,66
P9459-314,Toys,Remote Control Car,"Very disappointed, would not recommend.",1,05-10-2024,C10326,PAT MARTINS,04500,47
P3450-401,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,20-12-2024,C54549,Casey  Lee,09990,38
P9234-693,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,06/11/2020,C99038,CASEY SMITH,8019 IZ,59
P2156-742,Home & Kitchen,Stainless Steel Knife Block,Good product overall with minor issues.,4,11-05-2022,C36545,CASEY DE VRIES,09923,59
P5956-478,Books,Sci-Fi Adventure,"Great quality, very happy with this purchase.",5,31 May 2023,C31973,pat de vries,05318,31
P7539-797,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,2021-01-04,C97543,C. Smith,06467,42
P9368-885,Toys,Building Block Set,"Not very satisfied, has several problems.",2,2024-07-28,C74022,alex martins,1600-16,29
P5503-823,Groceries,Whole Bean Coffee,"Great quality, very happy with this purchase.",5,19-09-2023,C89622,robin smith,6180,39
P6805-807,Office,Mechanical Keyboard,Good product overall with minor issues.,4,28-01-2020,C23311,SAM TAYLOR,6394 BV,20
P9463-380,Books,Thriller Novel,"Average experience, nothing special.",3,2021-06-23,C76728,MORGAN TAYLOR,2250 JP,64
P8273-216,Electronics,Fitness Smartwatch,"Average experience, nothing special.",3,09-07-2023,C79968,C. Johnson,8174-67,46
P9394-398,Home & Kitchen,Electric Kettle,"Average experience, nothing special.",3,23-04-2022,C48462,Alex Taylor,07934,34
P9290-777,Home & Kitchen,Electric Kettle,"Not very satisfied, has several problems.",2,2024-11-13,C75302,C. Dubois,03624,49
P3239-678,Home & Kitchen,Non-Stick Frying Pan Set,"Very disappointed, would not recommend.",1,"Nov 09, 2021",C96755,Jordan Brown,4715,37
P8091-916,Books,Sci-Fi Adventure,Good product overall with minor issues.,4,19-02-2020,C49307,Jordan Martins,5171 XD,43
P2882-534,Pet Supplies,Pet Grooming Brush,"Very disappointed, would not recommend.",1,2022-06-24,C31176,Sam  Johnson,2540 RC,54
P5180-936,Clothing,Organic Cotton T-Shirt,"Great quality, very happy with this purchase.",5,20 Feb 2021,C68949,J. Smith,03104,49
P7959-973,Pet Supplies,Cat Scratching Post,"Average experience, nothing special.",3,2024-03-14,C94647,C. Martins,4066,21
P1024-242,Clothing,Organic Cotton T-Shirt,"Average experience, nothing special.",3,09-03-2024,C46422,SAM SMITH,3097,52
P4616-531,Clothing,Running Sneakers,Good product overall with minor issues.,4,"Jan 03, 2022",C22292,R. Dubois,6364,37
P5981-971,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,08-01-2022,C28364,PAT SMITH,7287,57
P6486-464,Clothing,Wool Winter Scarf,"Great quality, very happy with this purchase.",5,01/04/2024,C73696,Robin Martins,5304-48,45
P6624-165,Office,Mechanical Keyboard,"Not very satisfied, has several problems.",2,08/30/2024,C99567,jordan de vries,3304,68
P7192-848,Pet Supplies,Dog Chew Toy,"Very disappointed, would not recommend.",1,04 Feb 2022,C86055,taylor brown,2875 ZS,41
P6279-392,Home & Kitchen,Air Purifier,"Not very satisfied, has several problems.",2,21-06-2022,C65695,JAMIE DE VRIES,9656-74,28
P2063-356,Electronics,Wireless Noise-Cancelling Headphones,"Not very satisfied, has several problems.",2,06-06-2022,C32391,Jamie  Smith,9986,26
P7660-757,Sports,Yoga Mat,"Great quality, very happy with this purchase.",5,2023-08-27,C51054,Taylor  Dubois,3976 UV,44
P4214-112,Pet Supplies,Cat Scratching Post,Good product overall with minor issues.,4,2020-03-09,C17108,Sam  De  Vries,6492-98,61
P1447-513,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,2022-09-10,C87846,A. Johnson,1323,39
P4371-969,Clothing,Slim Fit Jeans,"Great quality, very happy with this purchase.",5,15/10/2020,C47707,Pat  Brown,5009,60
P1773-481,Electronics,4K Ultra HD Smart TV,Good product overall with minor issues.,4,13 Oct 2020,C57088,jordan lee,9147 ZX,35
P4732-757,Books,Thriller Novel,"Not very satisfied, has several problems.",2,14/01/2022,C25301,taylor brown,5164 NV,29
P3838-370,Clothing,Organic Cotton T-Shirt,"Great quality, very happy with this purchase.",5,14-11-2022,C45077,S. Smith,6842,60
P8731-950,Books,Thriller Novel,"Not very satisfied, has several problems.",2,30-12-2021,C22073,Chris Brown,7623 KS,20
P7824-526,Beauty,Hydrating Face Serum,"Average experience, nothing special.",3,08/03/2020,C58427,Taylor  Taylor,7076,24
