product_id,product_category,product_name,transaction_description,number_stars,transaction_date,customer_id,customer_name,zip_code,customer_age
T14932,Salary,Employer Payroll,POS transaction completed.,4,2024-08-29,A6709,Lucas,7846,30.0
T48789,Utilities,Electricity Provider,ATM withdrawal processed.,5,2024-07-17,A8643,Sanne,3247,14.0
T45298,Subscriptions,Streaming Service,Grocery store purchase completed.,5,2020-02-10,A9186,Pieter,2510,53.0
T15816,Subscriptions,Streaming Service,Duplicate transaction flagged.,1,2023-10-25,A4302,Unknown,2503,53.0
T90933,Transfers,SEPA Transfer,"Insurance premium paid. >""~\",5,2020-03-27,A5034,Sanne,1130,62.0
T60832,Transfers,Instant Payment,Duplicate transaction flagged.,2,2019-12-30,A4864,,7265,19.0
T70936,Transfers,Instant Payment,Grocery store purchase completed.,1,2022-07-28,A6116,Pieter,5249,82.0
T68775,Utilities,Internet Provider,POS transaction completed.,4,2020-08-02,A6576,Unknown,6814,72.0
T75454,Transfers,SEPA Transfer,Failed transfer attempt.,1,2025-04-19,A4219,,1485,27.0
T42164,Transfers,Instant Payment,Subscription renewal processed.,1,2021-08-04,A7970,Unknown,UGRI,32.0
T12250,Salary,Employer Payroll,Subscription renewal processed.,3,2019-07-04,A4802,,4295,76.0
T27066,Utilities,Water Company,Unknown merchant transaction.,2,2021-11-05,A2273,Fatima,2224,81.0
T29510,Transfers,Instant Payment,Online transfer pending verification.,3,2025-12-02,A7480,Fatima,6793,33.0
T58716,Transfers,Instant Payment,Mortgage payment processed.,5,2022-01-26,A1239,Pieter,DLCS,44.0
T60579,Salary,Employer Payroll,Online transfer pending verification.,1,2025-08-04,A5854,Jan,4022,27.0
T30781,Salary,Employer Payroll,Mortgage payment processed.,3,2020-10-08,,Lucas,1598,71.0
T64988,Transfers,Instant Payment,Failed transfer attempt.,1,2020-07-04,A6823,Sanne,3519,120.0
T42050,Transfers,SEPA Transfer,Mortgage payment processed.,2,2025-09-29,A2710,Jan,9978,55.0
T27161,Transfers,SEPA Transfer,Failed transfer attempt.,2,2022-06-09,A4476,,8309,37.0
T86420,Transfers,Instant Payment,Unknown merchant transaction.,2,2019-09-06,A8996,Unknown,5621,82.0
T17938,Transfers,SEPA Transfer,Online transfer pending verification.,3,2025-05-18,A9097,Jan,5873,82.0
T76941,Subscriptions,Streaming Service,Subscription renewal processed.,3,2019-02-21,A7689,Lucas,8404,51.0
T27407,Salary,Employer Payroll,Insurance premium paid.,5,2025-01-26,A8708,Fatima,5586,61.0
T55312,Subscriptions,Gym Membership,Insurance premium paid.,5,2022-06-27,,Lucas,4358,45.0
T21081,Retail,Supermarket,ATM withdrawal processed.,3,2024-11-23,A4699,,5715,
T91025,Transfers,Instant Payment,Failed transfer attempt.,1,2019-12-20,A8771,Lucas,BZNU,67.0
T93097,Transfers,Instant Payment,Grocery store purchase completed.,4,2021-07-31,A4856,Unknown,7489,70.0
T68929,Subscriptions,Gym Membership,Card payment processed with delay.,3,2024-10-16,A4821,Jan,2918,37.0
T13035,Subscriptions,Gym Membership,Unrecognized overseas payment.,2,2021-08-05,A1111,Unknown,3070,87.0
T23591,Retail,Electronics Store,Suspicious card activity detected.,1,2020-01-16,A5820,Lucas,4231,89.0
T78749,Utilities,Water Company,Duplicate transaction flagged.,1,2019-09-07,A7052,Lucas,XRTJ,72.0
T29477,Transfers,Instant Payment,Utility bill paid successfully.,5,2025-06-17,A5598,Lucas,XQYX,64.0
T38794,Salary,Employer Payroll,Duplicate transaction flagged.,3,2020-01-27,A6809,Pieter,2078,38.0
T42797,Subscriptions,Streaming Service,"Unrecognized overseas payment. ,^]_",2,2019-06-10,A3045,,1115,24.0
T28556,Subscriptions,Streaming Service,Utility bill paid successfully.,5,2024-10-15,A8107,,4082,42.0
T34001,Transfers,Instant Payment,,1,2024-03-29,A8030,Pieter,JJPC,34.0
T99907,Utilities,Internet Provider,Utility bill paid successfully.,4,2020-01-28,A3370,Fatima,7477,88.0
T56589,Salary,Employer Payroll,ATM withdrawal processed.,3,2019-02-23,A5799,Pieter,2267,56.0
T56714,Retail,Electronics Store,Grocery store purchase completed.,4,2019-04-10,A6189,Fatima,2220,44.0
T53427,Utilities,Internet Provider,Utility bill paid successfully.,4,2022-08-11,A5505,Unknown,5349,47.0
T81177,Subscriptions,Gym Membership,Unknown merchant transaction.,1,2025-06-04,A9062,Unknown,1221,53.0
T35539,Utilities,Water Company,Utility bill paid successfully.,5,2025-04-21,A2470,Lucas,2835,68.0
T93748,Retail,Supermarket,"Suspicious card activity detected. *\,]",2,2021-01-09,A7005,Unknown,5485,39.0
T38223,Transfers,SEPA Transfer,Mortgage payment processed.,4,2023-12-04,A8637,Jan,6980,46.0
T97434,Subscriptions,Streaming Service,Monthly salary payment received.,3,2025-02-05,A2015,Lucas,4993,23.0
T73953,Transfers,SEPA Transfer,Mortgage payment processed.,5,2022-06-11,A9494,Pieter,5538,53.0
T87991,Salary,Employer Payroll,Monthly salary payment received.,4,2020-05-09,A2993,Fatima,2005,43.0
T99830,Retail,Supermarket,Suspicious card activity detected.,2,2024-10-23,A7462,Lucas,2070,82.0
T29509,Salary,Employer Payroll,Insurance premium paid.,1,2020-05-31,A8666,Fatima,1974,19.0
T71863,Transfers,Instant Payment,Online transfer pending verification.,4,2024-05-27,A1973,,6783,58.0
T63784,Subscriptions,Gym Membership,Grocery store purchase completed.,5,2022-11-04,,,8612,64.0
T35387,Subscriptions,Gym Membership,Monthly salary payment received.,4,2025-07-20,A1216,Pieter,LTBR,82.0
T71374,Transfers,SEPA Transfer,Grocery store purchase completed.,4,2022-10-06,A6381,Lucas,7818,32.0
T22279,Utilities,Electricity Provider,Utility bill paid successfully.,2,2022-12-20,A1546,,WERU,42.0
T42019,Subscriptions,Streaming Service,Duplicate transaction flagged.,2,2020-03-28,A9118,Fatima,4076,73.0
T59013,Transfers,SEPA Transfer,ATM withdrawal processed.,4,2025-07-04,A6723,Pieter,ZXMD,84.0
T25757,Salary,Employer Payroll,Mortgage payment processed.,5,2019-12-14,A5762,Pieter,6119,40.0
T13869,Retail,Supermarket,Suspicious card activity detected.,2,2025-02-27,A5856,Unknown,4760,31.0
T20616,Transfers,Instant Payment,Online transfer pending verification.,3,2019-03-19,A7649,Lucas,2257,14.0
T90930,Retail,Clothing Store,Subscription renewal processed.,3,2025-10-13,A7924,Unknown,4925,83.0
T37372,Utilities,Electricity Provider,Online transfer pending verification.,3,2019-01-13,A9487,,3860,34.0
T41688,Retail,Supermarket,Suspicious card activity detected.,2,2023-12-28,A2956,Fatima,7967,25.0
T25197,Subscriptions,Streaming Service,Unknown merchant transaction.,2,2021-02-26,A6656,Lucas,1911,37.0
T78379,Salary,Employer Payroll,Suspicious card activity detected.,5,2021-01-01,A1245,Unknown,3053,46.0
T18217,Retail,Clothing Store,POS transaction completed.,3,2022-10-30,A5049,Lucas,7508,80.0
T62487,Subscriptions,Gym Membership,Unknown merchant transaction.,2,2019-01-15,A2291,,7385,54.0
T93394,Transfers,SEPA Transfer,Grocery store purchase completed.,4,2019-02-24,A6970,Sanne,8960,65.0
T50479,Salary,Employer Payroll,Subscription renewal processed.,3,2022-08-04,A8755,Unknown,NCQE,26.0
T41413,Utilities,Internet Provider,Mortgage payment processed.,5,2022-03-06,A6657,,6309,72.0
T46556,Utilities,Water Company,,1,2024-02-16,A4948,Jan,PTZW,41.0
T55852,Salary,Employer Payroll,,5,2022-06-18,A4662,Jan,2876,90.0
T30365,Utilities,Electricity Provider,Mortgage payment processed.,5,2022-08-20,A8511,Sanne,1449,40.0
T25026,Retail,Supermarket,Unrecognized overseas payment.,2,2023-02-04,A3788,Pieter,4326,73.0
T88768,Salary,Employer Payroll,Duplicate transaction flagged.,1,2019-04-04,A3927,Sanne,MHKN,18.0
T29519,Retail,Supermarket,Failed transfer attempt.,2,2024-02-19,A3621,Sanne,9738,33.0
T15776,Salary,Employer Payroll,Utility bill paid successfully.,4,2021-02-26,A1209,Pieter,9694,35.0
T52631,Utilities,Electricity Provider,Card payment processed with delay.,4,2019-05-31,A9367,Lucas,1534,34.0
T88460,Retail,Electronics Store,ATM withdrawal processed.,3,2020-07-15,A6257,,1627,72.0
T98185,Transfers,Instant Payment,Failed transfer attempt.,3,2024-06-27,A5946,Lucas,9591,36.0
T93059,Retail,Supermarket,Insurance premium paid.,5,2019-07-13,A2698,Sanne,1071,23.0
T38934,Utilities,Water Company,Unrecognized overseas payment.,2,2019-09-23,A1615,Sanne,2008,38.0
T84821,Retail,Supermarket,Utility bill paid successfully.,5,2020-12-07,A6698,Pieter,5922,35.0
T70323,Retail,Clothing Store,Suspicious card activity detected.,2,2024-01-23,,,8397,24.0
T12606,Subscriptions,Gym Membership,Failed transfer attempt.,1,2023-02-22,A9731,Lucas,6883,38.0
T54652,Utilities,Electricity Provider,Suspicious card activity detected.,1,2024-09-11,A8932,Fatima,8286,29.0
T60806,Subscriptions,Streaming Service,Insurance premium paid.,4,2019-09-26,A8705,Fatima,6556,75.0
T87470,Transfers,Instant Payment,Card payment processed with delay.,2,2020-12-13,A8244,Pieter,8931,33.0
T20406,Utilities,Internet Provider,Utility bill paid successfully.,4,2022-03-28,,Unknown,1645,87.0
T57306,Retail,Electronics Store,Insurance premium paid.,5,2024-11-04,A3249,Pieter,1323,49.0
T45399,Utilities,Internet Provider,POS transaction completed.,3,2021-06-26,A6569,,9359,57.0
T31419,Subscriptions,Gym Membership,Insurance premium paid.,1,2023-06-01,A7125,Unknown,6105,42.0
T15911,Salary,Employer Payroll,Unrecognized overseas payment.,1,2019-12-15,A2700,Pieter,5402,62.0
T22990,Salary,Employer Payroll,Failed transfer attempt.,1,2022-04-13,A8191,,3443,19.0
T96224,Transfers,Instant Payment,Suspicious card activity detected.,2,2021-08-15,A5588,,6914,33.0
T38287,Salary,Employer Payroll,Grocery store purchase completed.,4,2023-04-11,A6078,Pieter,2499,78.0
T16837,Subscriptions,Streaming Service,Subscription renewal processed.,3,2022-07-29,A3579,Lucas,ZOZJ,53.0
T24601,Utilities,Water Company,ATM withdrawal processed.,3,2020-07-12,A4621,Jan,SZMI,64.0
T38386,Transfers,Instant Payment,Grocery store purchase completed.,4,2022-01-24,A5590,Sanne,8779,57.0
T27277,Salary,Employer Payroll,Monthly salary payment received.,4,2022-02-05,A7154,Jan,5051,44.0
T42020,Subscriptions,Streaming Service,Unknown merchant transaction.,2,2024-05-20,A4081,Fatima,7585,84.0
T67732,Salary,Employer Payroll,Mortgage payment processed.,5,2024-12-20,A9319,Sanne,5228,18.0
T40035,Retail,Clothing Store,Mortgage payment processed. &@:!,4,2022-07-25,A9708,,3562,50.0
T80485,Transfers,Instant Payment,Unknown merchant transaction.,1,2025-05-20,A2297,Lucas,3201,22.0
T33729,Utilities,###,Online transfer pending verification.,1,2025-09-19,A1208,Sanne,QDNR,57.0
T40965,Salary,Employer Payroll,Unknown merchant transaction.,5,2023-06-19,A7252,Unknown,BDWR,78.0
T51518,Retail,Clothing Store,POS transaction completed.,4,2021-07-23,A1874,Sanne,GREB,74.0
T32891,Utilities,Electricity Provider,Grocery store purchase completed.,4,2025-09-03,A5356,Lucas,8296,29.0
T78420,Transfers,Instant Payment,Insurance premium paid.,5,2019-09-16,A1559,Lucas,5420,14.0
T81423,Utilities,Electricity Provider,Unknown merchant transaction.,1,2020-05-15,A6939,,6476,44.0
T31587,Subscriptions,Gym Membership,Monthly salary payment received.,5,2022-02-05,A6403,Unknown,8022,27.0
T96652,Subscriptions,Streaming Service,Utility bill paid successfully.,1,2021-06-21,A2432,Lucas,4913,26.0
T13030,Salary,Employer Payroll,Failed transfer attempt.,1,2023-07-16,A1093,Unknown,9860,31.0
T45567,Utilities,Water Company,Unrecognized overseas payment.,1,2019-07-17,A2560,Jan,6504,87.0
T95451,Retail,Supermarket,Monthly salary payment received.,5,2023-01-05,A5169,Jan,5365,81.0
T61830,Retail,Electronics Store,Grocery store purchase completed.,1,2021-10-18,A4071,Sanne,6932,61.0
T46586,Utilities,Water Company,ATM withdrawal processed. }'>[,3,2023-12-13,A8210,Sanne,3163,54.0
T58317,Salary,Employer Payroll,Monthly salary payment received.,5,2021-06-11,A2733,Sanne,5938,60.0
T30738,Retail,Electronics Store,,5,2025-11-20,A2093,Sanne,7830,18.0
T32542,Utilities,Internet Provider,Utility bill paid successfully.,1,2021-07-26,A3047,Lucas,9875,46.0
T45880,Transfers,###,Duplicate transaction flagged.,2,2023-07-23,,Pieter,3321,74.0
T68210,Subscriptions,Streaming Service,Unrecognized overseas payment.,2,2020-10-04,A5460,,9932,90.0
T81814,Retail,Supermarket,Suspicious card activity detected.,2,2021-01-06,A7160,Unknown,4779,83.0
T19303,Subscriptions,Gym Membership,Failed transfer attempt.,1,2019-09-24,A9714,Pieter,7761,32.0
T91928,Subscriptions,Gym Membership,,4,2021-04-08,A7686,Fatima,XGXC,79.0
T14343,Retail,Clothing Store,Unrecognized overseas payment.,2,2020-12-26,A7087,Sanne,5348,76.0
T41267,Utilities,Electricity Provider,Failed transfer attempt.,2,2019-10-19,A5410,Pieter,6922,57.0
T34675,Transfers,Instant Payment,Duplicate transaction flagged.,2,2020-07-21,A6523,Sanne,1265,90.0
T68554,Subscriptions,Streaming Service,Online transfer pending verification.,3,2024-02-18,A8380,Lucas,3681,21.0
T83711,Transfers,Instant Payment,Suspicious card activity detected.,2,2021-05-18,A9806,,9292,74.0
T71299,Salary,Employer Payroll,POS transaction completed.,3,2023-11-30,A6410,Fatima,5698,61.0
T23739,Subscriptions,Gym Membership,Duplicate transaction flagged.,1,2020-12-29,A5911,Jan,3061,50.0
T21672,Retail,Supermarket,Mortgage payment processed.,4,2024-09-10,A2228,Pieter,8889,18.0
T16946,Subscriptions,Gym Membership,Monthly salary payment received.,5,2023-06-08,A6422,Jan,3054,31.0
T87380,Salary,Employer Payroll,Suspicious card activity detected.,2,2023-08-02,A4067,Fatima,9323,14.0
T46993,Retail,Clothing Store,Failed transfer attempt.,3,2019-11-08,A5803,Pieter,2923,39.0
T26194,Utilities,Electricity Provider,Monthly salary payment received.,4,2019-01-19,A7701,Pieter,9933,34.0
T96659,Retail,Electronics Store,Grocery store purchase completed.,4,2024-11-15,A3964,Sanne,5248,47.0
T32206,Salary,Employer Payroll,Subscription renewal processed.,3,2022-01-28,A5521,Sanne,9104,82.0
T85680,Subscriptions,Streaming Service,Unrecognized overseas payment.,2,2019-10-19,A6769,Unknown,5452,70.0
T62765,Utilities,Internet Provider,Suspicious card activity detected.,2,2019-08-04,A3308,Fatima,PDDB,84.0
T13124,Subscriptions,Gym Membership,Subscription renewal processed.,4,2025-03-20,A5003,Unknown,9287,62.0
T94904,Utilities,Internet Provider,Failed transfer attempt.,2,2025-04-15,A5725,Pieter,JTLG,40.0
T48468,Subscriptions,Gym Membership,Grocery store purchase completed.,3,2020-04-11,A2309,Lucas,3815,58.0
T96968,Subscriptions,Streaming Service,Failed transfer attempt.,1,2025-05-27,A6759,Pieter,4361,67.0
T89523,Transfers,Instant Payment,POS transaction completed. ;%.$,1,2022-11-13,A7803,Fatima,6633,35.0
T98829,Salary,Employer Payroll,Suspicious card activity detected. {]~!,2,2022-12-27,A2130,Unknown,8872,40.0
T85312,Salary,Employer Payroll,Grocery store purchase completed.,3,2023-09-11,A1005,Unknown,9969,34.0
T90922,Transfers,SEPA Transfer,Unknown merchant transaction.,1,2024-07-08,A9736,Pieter,2500,62.0
T24629,Salary,Employer Payroll,Monthly salary payment received.,4,2022-05-11,A3013,Jan,9327,48.0
T21695,Transfers,Instant Payment,Suspicious card activity detected.,2,2022-02-12,A2782,Lucas,1662,86.0
T14709,Retail,Clothing Store,Unrecognized overseas payment.,2,2020-06-19,A6470,,5324,27.0
T90508,Utilities,Electricity Provider,Duplicate transaction flagged.,2,2019-01-06,A3712,Pieter,9342,73.0
T90669,Retail,Supermarket,,4,2023-02-02,A3600,Jan,9605,45.0
T53662,Retail,Electronics Store,Failed transfer attempt.,2,2025-08-02,A3938,Jan,6114,49.0
T71682,Subscriptions,Gym Membership,Grocery store purchase completed.,5,2020-06-28,A5632,Unknown,2061,31.0
T79762,Utilities,Electricity Provider,Insurance premium paid.,1,2021-10-24,A6497,Sanne,5836,34.0
T44986,Utilities,Internet Provider,Subscription renewal processed.,3,2024-05-25,A3721,,6260,45.0
T47598,Transfers,SEPA Transfer,Unknown merchant transaction.,2,2020-11-17,A5320,Unknown,7823,53.0
T33553,Utilities,Internet Provider,Mortgage payment processed.,4,2020-02-14,A1550,Lucas,5310,
T50924,Salary,Employer Payroll,Duplicate transaction flagged.,4,2024-12-16,A4293,Jan,3023,58.0
T38872,Retail,Electronics Store,Mortgage payment processed.,4,2023-07-06,A3318,,7172,70.0
T65412,Subscriptions,###,Duplicate transaction flagged.,2,2019-08-30,A1717,Sanne,3340,43.0
T80729,Subscriptions,Gym Membership,Mortgage payment processed.,5,2020-11-18,A9483,Pieter,3461,90.0
T38224,Subscriptions,Streaming Service,Failed transfer attempt.,3,2025-01-03,A7562,Fatima,5854,47.0
T82434,Subscriptions,Streaming Service,Duplicate transaction flagged.,1,2023-12-07,A2997,Lucas,LESS,22.0
T92805,Salary,Employer Payroll,Duplicate transaction flagged.,1,2023-04-03,A9055,Fatima,5349,48.0
T35857,Subscriptions,Streaming Service,Suspicious card activity detected.,2,2023-06-25,A8512,Fatima,1726,22.0
T99363,Retail,Clothing Store,Unknown merchant transaction.,4,2020-04-09,A9389,Jan,4201,33.0
T30709,Salary,Employer Payroll,Online transfer pending verification.,3,2020-12-02,A9815,Sanne,8291,53.0
T99256,Subscriptions,Streaming Service,ATM withdrawal processed.,3,2023-09-25,,Unknown,7382,41.0
T93216,Retail,Electronics Store,Card payment processed with delay.,3,2022-10-23,A9834,Fatima,9876,61.0
T97230,Salary,Employer Payroll,Duplicate transaction flagged.,2,2021-09-21,A7796,Pieter,2894,62.0
T99709,Utilities,Internet Provider,Suspicious card activity detected.,2,2023-03-08,A4482,,7105,46.0
T98771,Utilities,Internet Provider,Monthly salary payment received.,2,2021-10-13,A4423,Jan,7759,31.0
T68743,Transfers,SEPA Transfer,Suspicious card activity detected.,1,2023-05-27,A2973,Fatima,8283,57.0
T45765,Transfers,SEPA Transfer,Unknown merchant transaction.,1,2025-11-29,A3382,Lucas,2297,79.0
T83631,Salary,Employer Payroll,Online transfer pending verification.,3,2025-08-25,A4199,Jan,7900,80.0
T99994,Retail,Electronics Store,Insurance premium paid.,4,2025-06-24,A3359,Pieter,9996,42.0
T49640,Transfers,Instant Payment,Grocery store purchase completed.,5,2019-12-26,A8285,Fatima,DYBG,23.0
T99554,Salary,Employer Payroll,Monthly salary payment received.,5,2019-03-05,A9380,Fatima,4688,57.0
T73168,Subscriptions,Gym Membership,Failed transfer attempt.,1,2025-04-28,A3926,Pieter,5771,14.0
T63428,Transfers,Instant Payment,Suspicious card activity detected.,1,2021-09-28,A5636,Sanne,5343,71.0
T13941,Utilities,Electricity Provider,Duplicate transaction flagged.,2,2025-10-20,A3704,,8140,58.0
T11112,Retail,Clothing Store,Mortgage payment processed.,5,2023-07-04,A5262,Jan,4838,43.0
T60774,Salary,Employer Payroll,POS transaction completed.,3,2022-02-26,A4367,Fatima,6472,62.0
T23357,Utilities,Electricity Provider,Grocery store purchase completed.,4,2023-08-03,A2148,Jan,1281,25.0
T57783,Utilities,Internet Provider,Suspicious card activity detected.,2,2019-09-26,A6752,Lucas,2087,79.0
T57355,Subscriptions,###,Suspicious card activity detected.,2,2025-12-17,A1641,Unknown,7767,42.0
T87397,Salary,Employer Payroll,Suspicious card activity detected.,2,2023-06-04,A8064,Pieter,4980,88.0
T54132,Retail,Electronics Store,Insurance premium paid.,3,2023-02-07,A5727,Sanne,9887,43.0
T35478,Subscriptions,Gym Membership,Failed transfer attempt.,4,2020-04-03,A9213,,6448,45.0
T77816,Transfers,Instant Payment,Subscription renewal processed.,3,2021-06-21,A2867,Jan,8252,87.0
T33461,Transfers,Instant Payment,ATM withdrawal processed.,4,2024-01-20,A5797,Sanne,LNWC,80.0
T30426,Salary,Employer Payroll,Unknown merchant transaction.,2,2021-08-03,A1574,,9046,80.0
T59060,Transfers,Instant Payment,ATM withdrawal processed.,2,2025-10-07,A1517,Sanne,4394,82.0
T79911,Salary,Employer Payroll,Insurance premium paid.,5,2025-07-06,A4756,Jan,7245,63.0
T93001,Subscriptions,Streaming Service,Unknown merchant transaction.,1,2021-04-10,A8726,Sanne,HAFR,28.0
T81239,Transfers,SEPA Transfer,Suspicious card activity detected.,1,2022-07-11,A8730,Pieter,4943,33.0
T20093,Retail,Clothing Store,Subscription renewal processed.,3,2019-12-12,A5854,Unknown,5044,72.0
T30190,Subscriptions,Streaming Service,Suspicious card activity detected.,1,2021-04-16,A8486,Pieter,7306,120.0
T92887,Salary,Employer Payroll,Monthly salary payment received.,4,2019-06-29,A1668,Fatima,9985,72.0
T53004,Salary,Employer Payroll,Grocery store purchase completed.,4,2024-01-31,A4028,,5607,37.0
T14958,Utilities,Electricity Provider,Unrecognized overseas payment.,2,2021-06-11,A9762,Fatima,4314,88.0
T59982,Utilities,Electricity Provider,POS transaction completed.,2,2025-04-17,A2320,Sanne,YTAW,42.0
T34354,Utilities,Internet Provider,Mortgage payment processed.,5,2022-12-05,A7792,Pieter,7920,70.0
T24248,Utilities,Internet Provider,Card payment processed with delay.,1,2025-06-05,A4747,Pieter,9010,90.0
T81254,Subscriptions,Streaming Service,Failed transfer attempt.,1,2024-06-16,A4497,Pieter,6457,57.0
T84959,Transfers,SEPA Transfer,Card payment processed with delay.,3,2020-06-10,A2075,Sanne,6025,19.0
T62937,Transfers,Instant Payment,Grocery store purchase completed.,5,2023-07-30,A2683,Unknown,UIIN,75.0
T12964,Retail,Clothing Store,Card payment processed with delay.,3,2019-11-04,A3221,,ASJT,19.0
T77262,Subscriptions,Streaming Service,Card payment processed with delay.,1,2024-10-31,A8724,Unknown,8498,35.0
T80697,Salary,Employer Payroll,Grocery store purchase completed.,5,2023-04-28,A6778,Unknown,YEUF,44.0
T71285,Salary,Employer Payroll,Mortgage payment processed.,2,2025-10-30,A5379,Pieter,2392,18.0
T80029,Retail,Clothing Store,Insurance premium paid.,5,2024-07-20,A6172,Jan,WNVX,39.0
T15602,Retail,Electronics Store,Mortgage payment processed.,5,2022-08-24,A6295,Sanne,8612,68.0
T40554,Subscriptions,Gym Membership,Failed transfer attempt.,2,2020-05-10,A5676,Pieter,4702,54.0
T12874,Transfers,Instant Payment,,4,2022-05-03,A5046,Sanne,1127,36.0
T86987,Salary,Employer Payroll,Unrecognized overseas payment.,1,2025-04-27,A4255,Fatima,2910,73.0
T91746,Transfers,Instant Payment,Card payment processed with delay.,4,2025-11-25,A8410,Sanne,7921,18.0
T46338,Subscriptions,Streaming Service,Utility bill paid successfully.,5,2022-11-03,A7828,Lucas,8774,72.0
T74166,Transfers,SEPA Transfer,Subscription renewal processed.,3,2023-06-05,A4997,Fatima,1593,43.0
T70539,Utilities,Water Company,Mortgage payment processed.,4,2025-04-05,A7985,Fatima,1126,35.0
T58412,Salary,Employer Payroll,Unrecognized overseas payment.,2,2021-06-17,A9554,Lucas,9216,25.0
T51165,Transfers,Instant Payment,Duplicate transaction flagged.,1,2020-07-06,A9368,Sanne,1632,
T36756,Retail,Clothing Store,Insurance premium paid.,1,2019-08-05,A9637,Lucas,3601,81.0
T63761,Salary,Employer Payroll,Online transfer pending verification.,3,2021-01-23,A5990,Fatima,8269,73.0
T63672,Retail,Supermarket,Duplicate transaction flagged.,1,2019-10-30,A9347,Unknown,4426,38.0
T89619,Subscriptions,Gym Membership,Online transfer pending verification.,3,2022-06-22,A4510,Jan,4187,120.0
T58680,Retail,Electronics Store,Duplicate transaction flagged.,1,2022-01-10,A1811,Fatima,6894,38.0
T87624,Transfers,SEPA Transfer,,3,2022-11-17,A9581,Jan,4164,68.0
T32344,Retail,Clothing Store,Duplicate transaction flagged.,3,2025-10-28,A2647,Lucas,3977,60.0
