product_id,product_category,product_name,review_description,number_stars,review_date,customer_id,customer_name,zip_code,customer_age
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,De ervaring was wisselend met zowel pluspunten als minpunten nummer 3,3,19/10/2023,C0172,Jan de Vries,3970,68.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 28,4,02-08-2023,C0057,,7021,90.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Zeer tevreden over de begeleiding en de goede organisatie nummer 14,5,10/07/2024,C0120,,2392,77.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,Zeer tevreden over de begeleiding en de goede organisatie nummer 4,5,2022-06-22,C0039,Maria J.,7421,84.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,Zeer tevreden over de begeleiding en de goede organisatie nummer 10,5,12-06-2023,C0143,Naomi Visser,6422,62.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 15,5,22-12-2022,C0162,R. de Boer,4164,74.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Zeer tevreden over de begeleiding en de goede organisatie nummer 8,5,18/12/2022,C0093,H. Mulder,2103,74.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,17/09/2024,C0150,Anja Koster,3444,76.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,20-07-2024,C0107,,8909,60.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,2023-01-09,C0166,M. Jansen,2408,76.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 10,5,24-02-2023,C0151,A Koster,3253,76.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,2024-11-05,C0080,Naomi Visser,6814,77.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,28/10/2023,C0162,Jan de Vries,9146,63.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,18/07/2024,C0131,Ronald de Boer,2107,76.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,12-02-2024,C0136,,7101,82.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,2022-11-19,C0188,Karin de Groot,9619,83.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,25/04/2025,C0024,Maria J.,5581,77.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 5,5,01-12-2022,C0141,Ronald de Boer,3030,69.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,22/07/2022,C0101,Henk Mulder,9125,60.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,2024-05-06,C0176,Ahmed El Amrani,7656,64.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,2023-08-26,C0119,Anja Koster,1055,61.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Zeer tevreden over de begeleiding en de goede organisatie nummer 13,5,2024-01-12,C0035,L Verhoeven,2887,76.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,Zeer tevreden over de begeleiding en de goede organisatie nummer 5,5,19/11/2022,C0004,Tom Willems,9941,70.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,10-10-2024,C0103,E. Kuipers,1379,67.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,22-10-2025,C0015,L Verhoeven,1303,70.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Er waren veel problemen met de planning en te weinig hulp nummer 10,2,12/02/2025,C0100,Naomi Visser,4884,59.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,14/02/2023,C0064,,8883,81.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,26-01-2023,C0045,K. de Groot,5689,80.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,2024-04-12,C0110,Ahmed El Amrani,1618,67.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,Zeer tevreden over de begeleiding en de goede organisatie nummer 3,5,03/03/2025,C0106,Maria Jansen,6417,62.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 3,5,09-03-2025,C0094,H. Mulder,,63.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Zeer tevreden over de begeleiding en de goede organisatie nummer 12,5,27-06-2023,C0177,Jan de Vries,9116,74.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 24,4,18-07-2023,C0089,L Verhoeven,3347,62.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Er waren veel problemen met de planning en te weinig hulp nummer 2,2,11/01/2025,C0020,L. Verhoeven,5394,76.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,02/03/2024,C0102,L. Verhoeven,2309,65.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,14/09/2022,C0107,B. Smit,3926,78.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 4,5,03-08-2023,C0118,Naomi Visser,1679,66.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,De ervaring was wisselend met zowel pluspunten als minpunten nummer 10,3,14/12/2023,C0095,S. Bakker,1884,82.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,20-11-2024,C0027,Karin de Groot,5923,73.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,02/11/2022,C0046,L Verhoeven,9323,68.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,21/09/2022,C0155,Ahmed El Amrani,1958,79.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Zeer tevreden over de begeleiding en de goede organisatie nummer 3,5,11/02/2025,C0094,H. Mulder,9020,76.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,02-08-2022,C0120,Eva Kuipers,2353,65.0
P011,Zonnebloem-boottochten,Dagtocht Rivierenland met MPS,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,02-01-2023,C0134,H. Mulder,3038,84.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 12,5,28/11/2022,C0008,Piet van Dijk,9740,75.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,08-10-2024,C0113,Jan de Vries,9173,65.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,19-03-2022,C0075,Karin de Groot,4967,62.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 4,5,19-11-2025,C0003,Jan de Vries,2176,70.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Er waren veel problemen met de planning en te weinig hulp nummer 14,1,24-11-2022,C0089,Maria J.,4352,66.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,2023-05-12,C0042,S. Bakker,7669,68.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,13/12/2024,C0173,Maria Jansen,6162,74.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,2022-06-20,C0182,Jan de Vries,3804,61.0
P009,Zonnebloem-boottochten,MPS Zonnebloem Herfsttocht,Zeer tevreden over de begeleiding en de goede organisatie nummer 3,5,13/03/2022,C0141,L. Verhoeven,6658,73.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,De ervaring was wisselend met zowel pluspunten als minpunten nummer 3,3,2025-04-05,C0110,H. Mulder,1259,65.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,De ervaring was wisselend met zowel pluspunten als minpunten nummer 3,3,2025-07-21,C0086,Ronald de Boer,1474,76.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 18,5,13/01/2023,C0184,R. de Boer,4758,71.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,29/07/2022,C0087,Anja Koster,5619,77.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Zeer tevreden over de begeleiding en de goede organisatie nummer 20,5,18/04/2024,C0117,L Verhoeven,8911,63.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,10/12/2022,C0178,Maria J.,8131,62.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,17-08-2025,C0199,L Verhoeven,1549,69.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 13,5,08-06-2023,C0124,,3662,71.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 12,5,19/06/2025,C0061,Jan de Vries,5387,64.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 21,4,12-01-2023,C0159,,1963,65.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Er waren veel problemen met de planning en te weinig hulp nummer 1,1,28/07/2024,C0092,Karin de Groot,7267,64.0
P011,Zonnebloem-boottochten,Dagtocht Rivierenland met MPS,Zeer tevreden over de begeleiding en de goede organisatie nummer 6,5,2025-09-17,C0044,,8866,63.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Zeer tevreden over de begeleiding en de goede organisatie nummer 18,5,2022-12-04,C0118,,6354,66.0
P011,Zonnebloem-boottochten,Dagtocht Rivierenland met MPS,Zeer tevreden over de begeleiding en de goede organisatie nummer 1,5,2023-10-23,C0009,K. de Groot,8125,77.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Er waren veel problemen met de planning en te weinig hulp nummer 2,2,06/11/2023,C0186,Jan de Vries,6825,61.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 3,3,25-04-2022,C0089,N. Visser,9363,67.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,2022-08-26,C0109,Tom Willems,2704,64.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Er waren veel problemen met de planning en te weinig hulp nummer 10,2,17-12-2024,C0164,Piet van Dijk,3733,66.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 1,5,26/10/2024,C0199,S. Bakker,3743,84.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,25-12-2022,C0164,,4027,70.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 27,4,2024-11-23,C0080,Maria Jansen,5124,57.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,2024-02-13,C0177,,7330,67.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,07-05-2025,C0019,Naomi Visser,4141,72.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,Zeer tevreden over de begeleiding en de goede organisatie nummer 15,5,11-02-2024,C0125,,4730,75.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,2025-03-26,C0104,Tom Willems,5310,60.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 2,5,09/01/2024,C0079,Jan de Vries,3925,65.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 27,4,04/10/2025,C0178,P. van Dijk,8745,74.0
P012,Zonnebloem-boottochten,Avondvaart Randstad Havengebied,De ervaring was wisselend met zowel pluspunten als minpunten nummer 6,3,2023-02-13,C0192,Tom Willems,5227,68.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 22,4,2024-09-17,C0106,L Verhoeven,9937,69.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 25,4,22-10-2024,C0044,Eva Kuipers,1787,66.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,31/07/2024,C0067,Jan de Vries,9422,71.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Zeer tevreden over de begeleiding en de goede organisatie nummer 13,5,2022-06-22,C0012,,9736,67.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Zeer tevreden over de begeleiding en de goede organisatie nummer 15,5,21/04/2024,C0121,Naomi Visser,8500,78.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Zeer tevreden over de begeleiding en de goede organisatie nummer 3,5,26-10-2022,C0115,R. de Boer,7454,81.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 23,4,26-09-2024,C0009,Jan de Vries,6661,71.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Er waren veel problemen met de planning en te weinig hulp nummer 1,1,11/03/2024,C0079,Naomi Visser,1634,63.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,04-11-2022,C0031,K. de Groot,1907,68.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,01-10-2022,C0112,,2056,59.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,2023-04-23,C0159,T Willems,1825,66.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 25,4,26/02/2024,C0160,L. Verhoeven,2779,63.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 21,4,23/12/2024,C0153,,2924,65.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Er waren veel problemen met de planning en te weinig hulp nummer 3,2,07/05/2023,C0168,N. Visser,4977,60.0
P008,Toegankelijke dagjes uit,Toegankelijke Stranddag Zeeland,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,13/03/2023,C0133,Lisa Verhoeven,7581,65.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Er waren veel problemen met de planning en te weinig hulp nummer 8,1,07/04/2025,C0024,Henk Mulder,,68.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,11/11/2024,C0034,L. Verhoeven,5172,73.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,13-03-2022,C0028,N. Visser,4485,70.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Zeer tevreden over de begeleiding en de goede organisatie nummer 11,5,2025-09-26,C0022,,2146,63.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,Er waren veel problemen met de planning en te weinig hulp nummer 12,1,08-11-2023,C0045,Jan de Vries,4540,77.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Er waren veel problemen met de planning en te weinig hulp nummer 6,1,2025-06-03,C0083,,2208,66.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,Er waren veel problemen met de planning en te weinig hulp nummer 15,1,18/08/2024,C0195,,2602,79.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,17-01-2025,C0081,E. Kuipers,3950,85.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 24,4,2025-03-26,C0127,Maria J.,3311,76.0
P011,Zonnebloem-boottochten,Dagtocht Rivierenland met MPS,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,19-08-2022,C0112,L Verhoeven,6578,71.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 7,5,16-10-2022,C0059,T Willems,3257,67.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 10,3,11/06/2025,C0014,L. Verhoeven,2304,62.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 5,5,13/06/2023,C0067,Naomi Visser,9573,61.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,2023-07-05,C0174,,6025,72.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Er waren veel problemen met de planning en te weinig hulp nummer 15,1,16-11-2022,C0134,Ahmed El Amrani,6744,61.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 9,5,06-12-2023,C0081,T Willems,9001,63.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 14,5,23/05/2024,C0084,L. Verhoeven,7810,69.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,Er waren veel problemen met de planning en te weinig hulp nummer 3,1,26-10-2023,C0014,,1462,61.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 8,3,17/02/2023,C0174,Bram Smit,8250,68.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,04/11/2022,C0004,,2690,66.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 18,5,2023-07-18,C0005,K. de Groot,8895,67.0
P014,Hulpmiddelen & Comfortproducten,Antislip Dienblad Zonnebloem,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,03/11/2024,C0090,L. Verhoeven,9323,71.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,De ervaring was wisselend met zowel pluspunten als minpunten nummer 2,3,18-10-2022,C0121,L Verhoeven,1861,58.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 10,3,2024-01-15,C0184,L Verhoeven,7294,67.0
P006,Toegankelijke dagjes uit,Rolstoelvriendelijk Museumarrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 17,5,09-06-2025,C0195,R. de Boer,,68.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,28/07/2023,C0147,Jan de Vries,7337,72.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Zeer tevreden over de begeleiding en de goede organisatie nummer 15,5,25-12-2023,C0017,Bram Smit,2787,71.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,Zeer tevreden over de begeleiding en de goede organisatie nummer 1,5,16-03-2024,C0129,A Koster,3515,76.0
P019,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 23,4,28-02-2025,C0108,,7625,68.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,De ervaring was wisselend met zowel pluspunten als minpunten nummer 5,3,08-05-2023,C0116,Ahmed El Amrani,4551,71.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,14/08/2024,C0018,Lisa Verhoeven,4423,61.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Zeer tevreden over de begeleiding en de goede organisatie nummer 17,5,2023-09-01,C0036,,9575,63.0
P018,Vrijwilligersdiensten,Mee-naar-ziekenhuis Service,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 27,4,01-01-2023,C0146,,7409,67.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,De ervaring was wisselend met zowel pluspunten als minpunten nummer 10,3,30-07-2025,C0015,Naomi Visser,5052,64.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,2022-08-26,C0082,L Verhoeven,7293,68.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Zeer tevreden over de begeleiding en de goede organisatie nummer 16,5,2022-01-15,C0030,,2379,63.0
P010,Zonnebloem-boottochten,MPS Zonnebloem Voorjaarscruise,Zeer tevreden over de begeleiding en de goede organisatie nummer 17,5,31-01-2022,C0181,Jan de Vries,1604,65.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,Er waren veel problemen met de planning en te weinig hulp nummer 10,2,21-09-2022,C0096,Maria Jansen,1681,64.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 1,3,22-11-2024,C0200,R. de Boer,1562,71.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,De ervaring was wisselend met zowel pluspunten als minpunten nummer 3,3,2024-08-24,C0150,,5883,62.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 19,5,06/08/2022,C0033,Jan de Vries,3473,87.0
P002,Rolstoelvriendelijke vakanties,All-in Spanje Rolstoelvakantie,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 21,4,26-11-2024,C0111,Ahmed El Amrani,9397,73.0
P004,Rolstoelvriendelijke vakanties,All-inclusive Veluwe Arrangement,Zeer tevreden over de begeleiding en de goede organisatie nummer 13,5,09/02/2023,C0153,B. Smit,,78.0
P013,Hulpmiddelen & Comfortproducten,Zonnebloem Rolstoelkussen Comfort,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 21,4,09-04-2025,C0086,,7794,63.0
P020,Vrijwilligersdiensten,Telefonische Contactvrijwilliger,Zeer tevreden over de begeleiding en de goede organisatie nummer 9,5,16/07/2025,C0119,Ronald de Boer,5223,72.0
P017,Vrijwilligersdiensten,Boodschappenservice Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 1,5,2024-12-10,C0042,Eva Kuipers,7910,69.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Er waren veel problemen met de planning en te weinig hulp nummer 2,2,18/09/2024,C0193,Jan de Vries,4655,73.0
P015,Hulpmiddelen & Comfortproducten,Bedtafel Verstelbaar Zonnebloem,Zeer tevreden over de begeleiding en de goede organisatie nummer 1,5,2025-01-15,C0157,Naomi Visser,8863,73.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Zeer tevreden over de begeleiding en de goede organisatie nummer 6,5,12/08/2022,C0089,Karin de Groot,6507,79.0
P003,Rolstoelvriendelijke vakanties,Limburgse Heuvelland Week,Alles verliep rustig en toegankelijk voor mijn rolstoel nummer 29,4,14-06-2022,C0196,L Verhoeven,6329,62.0
P007,Toegankelijke dagjes uit,Stadswandeling met Vrijwilliger,De ervaring was wisselend met zowel pluspunten als minpunten nummer 4,3,11/06/2023,C0147,M. Jansen,2534,71.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 7,3,22-08-2024,C0161,,8176,67.0
P001,Rolstoelvriendelijke vakanties,Zonnebloem Zomercruise Noordzee,De ervaring was wisselend met zowel pluspunten als minpunten nummer 10,3,2023-12-09,C0050,K. de Groot,4445,60.0
P005,Toegankelijke dagjes uit,Dagtocht Toegankelijk Dierenpark,Zeer tevreden over de begeleiding en de goede organisatie nummer 18,5,2022-05-13,C0037,Karin de Groot,3642,60.0
P016,Hulpmiddelen & Comfortproducten,Steunkussen Extra Hoog,De ervaring was wisselend met zowel pluspunten als minpunten nummer 9,3,2022-05-25,C0171,,2557,79.0
